SchulNr;Regschl;ABez1;ABez2;ABez3;PLZ;Ort;Strasse;TelVorw;Telefon;FaxVorw;Fax;ModemVorw;Modem;SF;OeffPri;KurzBez;SchBetrSchl;SchBetrSchlDatum;ArtderTraegerschaft;SchultraegerNr;Schulgliederung;Schulart;Ganztagsbetrieb;FSP;Verbund;Bus;Fachberater;FachberHauptamtl;TelNrDBSalt;RP;Email;URL;CD;Stift;OGTS;SELB;Internat;InternatPlaetze;SMail;SportImAbi;Tal;KonKop;KoRe;KoHo
"100081";"170020";"Förderschule d. Kr. Wesel m.d. FSP";"Lernen u. Emot. u. soz. Entwicklung";"Primarstufe u. Sekundarstufe I";"47475";"Kamp-Lintfort";"Friedrich-Heinrich-Allee 24";"";"";"";"";null;null;"08";"1";"Kamp-Lintfort, FÖ LE,ES Friedrich-Heinr.";1;"20190801";"04";"10455";null;"";"0";"LB";"1";"0";null;null;null;" ";"100081@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";329564;5708322
"100082";"774004";"Private Realschule Altenbeken";"staatl.gen.Ersatzschule d. Sek.I der";"Bildungswerkstatt Altenbeken gGmbH";"33184";"Altenbeken";"Gardeweg 7";"";"";"";"";null;null;"10";"2";"Altenbeken, RS Altenbeken";1;"20190801";"35";"10005";null;"";"0";" ";"0";"0";null;null;null;" ";"100082@schule.nrw.de";"https://www.altenbeken-realschule.de";1;0;"0";"0";"0";0;null;"0";"0";"0";496022;5734320
"100083";"978004";"Felix-Manz-Schule";"der Primarstufe - Grundschule";"Bekenntnisschule in fr. Trägerschaft";"59192";"Bergkamen";"Kleiweg 10";"";"";"";"";null;null;"02";"2";"Bergkamen, EG Felix-Manz-Schule";1;"20190801";"44";"10006";"";"EVB";"0";" ";"0";"0";null;null;null;" ";"100083@schule.nrw.de";"";1;0;"0";"0";"0";0;null;"0";"0";"0";404081;5718756
"100084";"974028";"Grundschule Zukunftsschule Lippstadt";"Gem. Grundschule";"";"59556";"Lippstadt";"Im Eichholz 10";"";"";"";"";null;null;"02";"2";"Lippstadt, GG Zukunftsschule";1;"20190801";"35";"10007";"";"GMS";"0";" ";"0";"0";null;null;null;"M";"100084@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";453646;5729260
"100086";"914000";"Private Ökumenische Montessori-";"Gesamtschule f. d. Sek.I u. II.";"der HagenSchule gAG";"58095";"Hagen";"Lützowstr. 125";"";"";"";"";null;null;"15";"2";"Hagen, GE Hagengesamtschule";1;"20190801";"35";"82478";null;"";"2";" ";"0";"0";null;null;null;"M";"100086@schule.nrw.de";"";1;0;"0";"0";"0";0;null;"0";"0";"0";395291;5691890
"100092";"111000";"Städt. Kath. Grundschule";"- Primarstufe -";"";"40472";"Düsseldorf";"Rather Kreuzweg 21";"0211";"8992882";"";"";null;null;"02";"1";"Düsseldorf, KG Rather Kreuzweg";1;"19730801";"03";"10042";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"100092@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";347071;5681331
"100109";"111000";"Marienschule";"Städt. Kath. Grundschule";"- Primarstufe -";"40591";"Düsseldorf";"Rheindorfer Weg 20";"0211";"8924360";"0211";"8924362";null;null;"02";"1";"Düsseldorf, KG Marienschule";1;"19730801";"03";"10042";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"100109@schule.nrw.de";"http://www.kgs-marienschule-duesseldorf.de";1;0;"1";"0";"0";0;null;"0";"0";"0";347268;5673248
"100122";"111000";"Hermann Gmeiner Schule";"Städt. Kath. Grundschule";"- Primarstufe -";"40599";"Düsseldorf";"Schillstr. 7";"0211";"7489119";"0211";"7487070";null;null;"02";"1";"Düsseldorf, KG Hermann Gmeiner Schule";1;"19730801";"03";"10042";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"100122@schule.nrw.de";"http://www.kgs-hermann-gmeiner.de";1;0;"1";"0";"0";0;null;"0";"0";"0";351479;5671797
"100158";"111000";"Städtische Katholische Grundschule";"Primarstufe mit Montessorizweig";"";"40595";"Düsseldorf";"Josef-Kleesattel-Str. 13";"0211";"7393600";"0211";"7393601";null;null;"02";"1";"Düsseldorf, KG Josef-Kleesattel-Str.";1;"19730801";"03";"10042";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"100158@schule.nrw.de";"http://www.schulen.duesseldorf.de/kg-kleesattel";1;0;"1";"0";"0";0;null;"0";"0";"0";352341;5668096
"100160";"111000";"Grundschule Kaiserswerth";"Städt. Gem. Grundschule Fliednerstraße";"mit Montessorizweig  - Primarstufe -";"40489";"Düsseldorf";"Fliednerstr. 32";"0211";"9406953";"0211";"4054070";null;null;"02";"1";"Düsseldorf, GG Kaiserswerth";1;"19720801";"03";"10042";"";"GMS";"0";" ";"0";"0";null;null;null;"M";"100160@schule.nrw.de";"http://www.grundschule-kaiserswerth.de";1;0;"1";"0";"0";0;null;"0";"0";"0";342329;5685867
"100171";"111000";"Städt. Kath. Grundschule";"- Primarstufe -";"";"40625";"Düsseldorf";"Unter den Eichen 26";"0211";"8928291";"0211";"8929562";null;null;"02";"1";"Düsseldorf, KG Unter den Eichen";1;"19730801";"03";"10042";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"100171@schule.nrw.de";"http://www.kgs-unterdeneichen.de";1;0;"1";"0";"0";0;null;"0";"0";"0";350425;5677883
"100183";"111000";"Christophorus-Schule";"Städt. Kath. Grundchule";"- Primarstufe -";"40591";"Düsseldorf";"Werstener Friedhofstr. 10";"0211";"9769964";"0211";"9764241";null;null;"02";"1";"Düsseldorf, KG Christophorus";1;"19730801";"03";"10042";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"100183@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";348182;5672765
"100213";"111000";"Henri-Dunant-Schule";"Städt. Gem. Grundschule";"- Primarstufe -";"40591";"Düsseldorf";"Rheindorfer Weg 20";"0211";"8924350";"0211";"8924352";null;null;"02";"1";"Düsseldorf, GG Henri-Dunant-Schule";1;"19730801";"03";"10042";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"100213@schule.nrw.de";"http://www.ggs-henri-dunant.de";1;0;"1";"0";"0";0;null;"0";"0";"0";347268;5673248
"100225";"111000";"Städt. Gem. Grundschule";"- Primarstufe -";"";"40229";"Düsseldorf";"Bingener Weg 10";"0211";"992554";"0211";"7270245";null;null;"02";"1";"Düsseldorf, GG Bingener Weg";1;"19730801";"03";"10042";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"100225@schule.nrw.de";"http://www.schulen.duesseldorf.de/gs-bingenerweg/";1;0;"1";"0";"0";0;null;"0";"0";"0";347676;5674424
"100237";"111000";"Städt. Gem. Grundschule";"- Primarstufe -";"";"40229";"Düsseldorf";"Gumbertstr. 191";"0211";"9215317";"0211";"2202122";null;null;"02";"1";"Düsseldorf, GG Gumbertstr.";1;"19730701";"03";"10042";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"100237@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";349380;5674304
"100250";"111000";"St. -Peter-Schule";"Städt. Kath. Grundschule";"- Primarstufe -";"40215";"Düsseldorf";"Jahnstr. 97";"0211";"8924741";"0211";"8924746";null;null;"02";"1";"Düsseldorf, KG St. -Peter";1;"19730801";"03";"10042";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"100250@schule.nrw.de";"http://www.st-peter-schule-duesseldorf.de";1;0;"1";"0";"0";0;null;"0";"0";"0";344980;5675726
"100262";"111000";"St. Michael Schule";"Städt. Kath. Grundschule";"- Primarstufe -";"40231";"Düsseldorf";"Kempgensweg 65";"0211";"89-21726";"0211";"8929434";null;null;"02";"1";"Düsseldorf, KG St. Michael Schule";1;"19730801";"03";"10042";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"100262@schule.nrw.de";"http://www.kg-kempgensweg.eschool.de";1;0;"1";"0";"0";0;null;"0";"0";"0";348307;5675212
"100274";"111000";"Franz-Boehm-Schule";"Städtische Katholische Grundschule";"- Primarstufe -";"40627";"Düsseldorf";"Kamper Weg 291";"0211";"9262055";"0211";"2700230";null;null;"02";"1";"Düsseldorf, KG Franz-Boehm-Schule";1;"19730801";"03";"10042";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"100274@schule.nrw.de";"http://www.grundschule-kamper-weg.de";1;0;"1";"0";"0";0;null;"0";"0";"0";350712;5676059
"100286";"111000";"St. Apollinaris Schule";"Städtische Katholische Grundschule";"- Primarstufe -";"40589";"Düsseldorf";"Itterstr. 16";"0211";"8924726";"0211";"8924736";null;null;"02";"1";"Düsseldorf, KG St. Apollinaris Schule";1;"19730801";"03";"10042";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"100286@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";348372;5671509
"100298";"111000";"Städtische Katholische Grundschule";"Lohausen";"- Primarstufe -";"40474";"Düsseldorf";"Im Grund 78";"0211";"8992798";"0211";"8929433";null;null;"02";"1";"Düsseldorf, KG Lohausen";1;"19730801";"03";"10042";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"100298@schule.nrw.de";"http://www.kleine-gelbe-schule.de";1;0;"1";"0";"0";0;null;"0";"0";"0";342189;5682912
"100304";"111000";"Städtische Katholische Grundschule";"Mettmanner Straße";"- Primarstufe -";"40233";"Düsseldorf";"Hubbelrather Str. 13";"0211";"8997971";"0211";"8929449";null;null;"02";"1";"Düsseldorf, KG Mettmanner Straße";1;"19730801";"03";"10042";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"100304@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";346843;5676926
"100316";"111000";"Städt. Kath. Grundschule";"- Primarstufe -";"";"40227";"Düsseldorf";"Höhenstr. 5";"0211";"89-28261";"0211";"8929182";null;null;"02";"1";"Düsseldorf, KG Höhenstr.";1;"19730801";"03";"10042";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"100316@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";346329;5676194
"100328";"111000";"Gutenberg Schule";"Städt. Gem. Grundschule";"";"40235";"Düsseldorf";"Grafenberger Allee 384";"0211";"9660481";"0211";"6914142";null;null;"02";"1";"Düsseldorf, GG Gutenberg Schule";1;"19730801";"03";"10042";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"100328@schule.nrw.de";"http://www.gutenbergschule-duesseldorf.de";1;0;"1";"0";"0";0;null;"0";"0";"0";348138;5678851
"100330";"111000";"Städt. Gem. Grundschule Urdenbach";"";"";"40593";"Düsseldorf";"Garather Str. 16";"0211";"9963943";"0211";"9963944";null;null;"02";"1";"Düsseldorf, GG Urdenbach";1;"19730801";"03";"10042";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"100330@schule.nrw.de";"http://www.gg-urdenbach.eschool.de";1;0;"1";"0";"0";0;null;"0";"0";"0";351137;5668271
"100365";"111000";"Volker-Rosin-Schule";"Städt. Gemeinschaftsg. Arnstadter Weg";"- Primarstufe -";"40627";"Düsseldorf";"Arnstadter Weg 6-16";"0211";"9262063";"0211";"9269149";null;null;"02";"1";"Düsseldorf, GG Volker-Rosin-Schule";1;"19730801";"03";"10042";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"100365@schule.nrw.de";"http://www.schulen.duesseldorf.de/gs-arnstadterweg";1;0;"1";"0";"0";0;null;"0";"0";"0";350024;5676168
"100389";"111000";"Städt. Gem. Grundschule";"- Primarstufe -";"";"40229";"Düsseldorf";"Deutzer Str. 102";"0211";"213741";"0211";"2201717";null;null;"02";"1";"Düsseldorf, GG Deutzer Str.";1;"19730801";"03";"10042";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"100389@schule.nrw.de";"http://ggs-deutzerstrasse.de";1;0;"1";"0";"0";0;null;"0";"0";"0";350404;5673283
"100390";"111000";"Städt. Gem. Grundschule";"";"";"40599";"Düsseldorf";"Am Köhnen 73";"0211";"741525";"0211";"7494623";null;null;"02";"1";"Düsseldorf, GG Am Köhnen";1;"19730801";"03";"10042";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"100390@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";350878;5671978
"100420";"111000";"Carl Sonnenschein Schule";"Städt. Kath. Grundschule";"- Primarstufe -";"40237";"Düsseldorf";"Graf-Recke-Str. 153";"0211";"8928340";"0211";"6790791";null;null;"02";"1";"Düsseldorf, KG Carl Sonnenschein Schule";1;"19730801";"03";"10042";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"100420@schule.nrw.de";"http://www.carlsonnenschein-schule.de";1;0;"1";"0";"0";0;null;"0";"0";"0";347654;5679193
"100432";"111000";"St.Bruno-Schule";"Städt. Kath. Grundschule";"- Primarstufe -";"40468";"Düsseldorf";"An der Golzheimer Heide 120";"0211";"4719930";"0211";"4201616";null;null;"02";"1";"Düsseldorf, KG St.Bruno-Schule";1;"19730801";"03";"10042";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"100432@schule.nrw.de";"http://www.kg-st-bruno.eschool.de";1;0;"1";"0";"0";0;null;"0";"0";"0";344375;5681981
"100444";"111000";"Paul-Klee-Schule";"Städt. Kath. Grundschule";"- Primarstufe -";"40211";"Düsseldorf";"Gerresheimer Str. 34-36";"0211";"356609";"0211";"1711250";null;null;"02";"1";"Düsseldorf, KG Paul-Klee-Schule";1;"19730801";"03";"10042";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"100444@schule.nrw.de";"http://www.grundschule-paul-klee.de";1;0;"1";"0";"0";0;null;"0";"0";"0";346021;5677476
"100468";"111000";"Städt. Kath. Grundschule";"- Primarstufe -";"";"40229";"Düsseldorf";"Fuldaer Str. 33";"0211";"9215314";"0211";"2612412";null;null;"02";"1";"Düsseldorf, KG Fuldaer Str.";1;"19730801";"03";"10042";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"100468@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";348909;5673402
"100470";"111000";"Städt. Gem. Grundschule";"- Primarstufe -";"";"40235";"Düsseldorf";"Flurstr. 59";"0211";"8924557";"0211";"8924561";null;null;"02";"1";"Düsseldorf, GG Flurstr.";1;"19730801";"03";"10042";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"100470@schule.nrw.de";"http://www.ggs-flurstrasse.de";1;0;"1";"0";"0";0;null;"0";"0";"0";347544;5677510
"100481";"111000";"Städt. Katholische Grundschule";"Florensstraße";"- Primarstufe -";"40221";"Düsseldorf";"Heinsenstr. 21";"0211";"304914";"";"";null;null;"02";"1";"Düsseldorf, KG Florensstraße";1;"19730801";"03";"10042";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"100481@schule.nrw.de";"http://www.kg-florensstr.eschool.de";1;0;"1";"0";"0";0;null;"0";"0";"0";342226;5675149
"100493";"111000";"Städt. Kath. Grundschule";"- Primarstufe -";"";"40223";"Düsseldorf";"Fleher Str. 213";"0211";"153916";"0211";"1596471";null;null;"02";"1";"Düsseldorf, KG Fleher Str.";1;"19730801";"03";"10042";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"100493@schule.nrw.de";"http://www.kgs-flehe.de";1;0;"1";"0";"0";0;null;"0";"0";"0";344144;5673735
"100500";"111000";"Bonifatius-Schule";"Städt. Kath. Grundschule";"Im Dahlacker - Primarstufe -";"40223";"Düsseldorf";"Fleher Str. 70";"0211";"8922110";"0211";"8929638";null;null;"02";"1";"Düsseldorf, KG Bonifatius-Schule";1;"19730801";"03";"10042";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"100500@schule.nrw.de";"http://www.bonifatius-schule.de";1;0;"1";"0";"0";0;null;"0";"0";"0";343958;5674723
"100523";"111000";"St. Franziskus Schule";"Städt. Kath. Grundschule";"- Primarstufe -";"40470";"Düsseldorf";"Herchenbachstr. 2";"0211";"9083464";"0211";"6416682";null;null;"02";"1";"Düsseldorf, KG St. Franziskus Schule";1;"19730801";"03";"10042";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"100523@schule.nrw.de";"http://www.kg-st-franziskus.eschool.de";1;0;"1";"0";"0";0;null;"0";"0";"0";347100;5679905
"100535";"111000";"Städt. Kath. Grundschule";"- Primarstufe -";"";"40476";"Düsseldorf";"Essener Str. 1";"0211";"4699750";"0211";"4846906";null;null;"02";"1";"Düsseldorf, KG Essener Str.";1;"19730801";"03";"10042";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"100535@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";345364;5679297
"100547";"111000";"St. Cäcilia Schule";"Städt. Kath. Grundschule";"";"40597";"Düsseldorf";"Erich-Müller-Str. 31";"0211";"8928380";"0211";"8929672";null;null;"02";"1";"Düsseldorf, KG St. Cäcilia Schule";1;"19730801";"03";"10042";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"100547@schule.nrw.de";"http://www.kg-st-caecilia.eschool.de";1;0;"1";"0";"0";0;null;"0";"0";"0";351018;5670572
"100560";"111000";"Städt. Kath. Grundschule";"- Primarstufe -";"";"40597";"Düsseldorf";"Einsiedelstr. 25";"0211";"9963934";"0211";"7100906";null;null;"02";"1";"Düsseldorf, KG Einsiedelstr.";1;"19730801";"03";"10042";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"100560@schule.nrw.de";"http://www.kg-einsiedelstrasse.de";1;0;"1";"0";"0";0;null;"0";"0";"0";352148;5670092
"100572";"111000";"Max-Schule";"Städt. Kath. Grundschule";"- Primarstufe -";"40213";"Düsseldorf";"Citadellstr. 2 B";"0211";"8992493";"0211";"8929453";null;null;"02";"1";"Düsseldorf, KG Max-Schule";1;"19730801";"03";"10042";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"100572@schule.nrw.de";"http://www.maxschule.de";1;0;"1";"0";"0";0;null;"0";"0";"0";344321;5677005
"100584";"111000";"St. Elisabeth Schule";"Städt. Kath. Grundschule";"";"40599";"Düsseldorf";"Buchenstr. 16";"0211";"744319";"0211";"7487190";null;null;"02";"1";"Düsseldorf, KG St. Elisabeth Schule";1;"19730801";"03";"10042";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"100584@schule.nrw.de";"http://schulen.duesseldorf.de/gs-buchenstr/";1;0;"1";"0";"0";0;null;"0";"0";"0";350481;5671878
"100596";"111000";"St. Rochus-Schule";"Städt. Katholische Grundschule";"- Primarstufe -";"40477";"Düsseldorf";"Gneisenaustr. 60";"0211";"8928300";"0211";"8929622";null;null;"02";"1";"Düsseldorf, KG St. Rochus-Schule";1;"19730801";"03";"10042";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"100596@schule.nrw.de";"http://st-rochus-schule.de";1;0;"1";"0";"0";0;null;"0";"0";"0";345349;5678794
"100602";"111000";"Thomas-Schule";"Städt. Kath. Grundschule";"";"40476";"Düsseldorf";"Blumenthalstr. 11";"0211";"8924682";"0211";"8924689";null;null;"02";"1";"Düsseldorf, KG Thomas-Schule";1;"19730801";"03";"10042";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"100602@schule.nrw.de";"http://www.thomas-schule.de";1;0;"1";"0";"0";0;null;"0";"0";"0";345106;5679832
"100638";"111000";"Montessori-Grundschule";"Städt. Gem. Grundschule";"Freiligrathplatz";"40468";"Düsseldorf";"Farnweg 10";"0211";"4350990";"0211";"5162330";null;null;"02";"1";"Düsseldorf, GG Montessori-Schule";1;"19730801";"03";"10042";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"100638@schule.nrw.de";"http://www.montessorigrundschule.de";1;0;"1";"0";"0";0;null;"0";"0";"0";343436;5681828
"100651";"111000";"Adolf-Klarenbach-Schule";"Städt. Gem. Grundschule";"- Primarstufe -";"40589";"Düsseldorf";"Walther-Rathenau-Str. 15";"0211";"9897970";"0211";"9897971";null;null;"02";"1";"Düsseldorf, GG Adolf-Klarenbach";1;"19730801";"03";"10042";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"100651@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";348728;5671021
"100663";"111000";"Städt. Gem. Grundschule Unterrath";"- Primarstufe -";"";"40468";"Düsseldorf";"Beedstr. 31";"0211";"4791162";"0211";"4791144";null;null;"02";"1";"Düsseldorf, GG Beedstr.";1;"19730801";"03";"10042";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"100663@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";345385;5682820
"100675";"111000";"Selma-Lagerlöf-Schule";"Städt. Gem. Grundschule";"- Primarstufe -";"40599";"Düsseldorf";"Schillstr. 7";"0211";"7494629";"0211";"7480268";null;null;"02";"1";"Düsseldorf, GG Selma-Lagelöf";1;"19730801";"03";"10042";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"100675@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";351479;5671797
"100687";"111000";"Friedrich-von-Bodelschwingh Schule";"Städt. Evangelische Grundschule";"- Primarstufe -";"40545";"Düsseldorf";"Cimbernstr. 24";"0211";"5585930";"";"";null;null;"02";"1";"Düsseldorf, EG Friedrich-v.Bodelschwingh";1;"19730801";"03";"10042";"";"EVB";"1";" ";"0";"0";null;null;null;" ";"100687@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";343422;5677682
"100699";"111000";"Joachim Neander Schule";"Städt. Gem. Grundschule";"- Primarstufe -";"40472";"Düsseldorf";"Rather Markt 2";"0211";"9653337";"0211";"6509866";null;null;"02";"1";"Düsseldorf, GG Joachim Neander";1;"19730801";"03";"10042";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"100699@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";348325;5681850
"100705";"111000";"Brehm Schule";"Städt. Ev. Grundschule";"";"40237";"Düsseldorf";"Karl-Müller-Str. 25";"0211";"6989045";"0211";"6989029";null;null;"02";"1";"Düsseldorf, EG Brehm Schule";1;"19730801";"03";"10042";"";"EVB";"0";" ";"0";"0";null;null;null;" ";"100705@schule.nrw.de";"http://schulen.duesseldorf.de/eg-karlmueller";1;0;"1";"0";"0";0;null;"0";"0";"0";347394;5678164
"100717";"111000";"Elsa-Brandström-Schule";"Städtische Evangelische Montessori-";"Grundschule  - Primarstufe -";"40468";"Düsseldorf";"An der Golzheimer Heide 120";"0211";"4719933";"";"";null;null;"02";"1";"Düsseldorf, EG Elsa-Brandström-Schule";1;"19730801";"03";"10042";"";"EVB";"0";" ";"0";"0";null;null;null;" ";"100717@schule.nrw.de";"http://www.evangelische-montessorischule-duesseldorf.de";1;0;"1";"0";"0";0;null;"0";"0";"0";344375;5681981
"100730";"111000";"Martin-Luther-Schule";"Städt. Ev. Grundschule";"- Primarstufe -";"40225";"Düsseldorf";"Gotenstr. 20";"0211";"8921729";"0211";"8929461";null;null;"02";"1";"Düsseldorf, EG Martin-Luther-Schule";1;"19730801";"03";"10042";"";"EVB";"0";" ";"0";"0";null;null;null;" ";"100730@schule.nrw.de";"http://www.egs-martin-luther.de";1;0;"1";"0";"0";0;null;"0";"0";"0";344852;5673970
"100742";"111000";"Matthias-Claudius-Schule";"Städt. Gemeinschaftsgrundschule";"- Primarstufe -";"40479";"Düsseldorf";"Bongardstr. 9";"0211";"8928310";"0211";"8929623";null;null;"02";"1";"Düsseldorf, GG Matthias-Claudius-Schule";1;"19730801";"03";"10042";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"100742@schule.nrw.de";"http://www.ggs-matthias-claudius.de";1;0;"1";"0";"0";0;null;"0";"0";"0";345471;5678255
"100754";"111000";"Hanna-Zürndorfer-Schule";"Städtische Evangelische Grundschule";"- Primarstufe -";"40625";"Düsseldorf";"Benderstr. 78";"0211";"8928320";"0211";"8929625";null;null;"02";"1";"Düsseldorf, EG Hanna-Zürndorfer-Schule";1;"19730801";"03";"10042";"";"EVB";"0";" ";"0";"0";null;null;null;" ";"100754@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";350061;5678452
"100766";"111000";"Beckbusch-Schule";"Städtische Gemeinschaftsgrundschule";"- Primarstufe -";"40474";"Düsseldorf";"Beckbuschstr. 2";"0211";"8994719";"0211";"8929454";null;null;"02";"1";"Düsseldorf, GG Beckbusch-Schule";1;"19730801";"03";"10042";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"100766@schule.nrw.de";"http://www.beckbuschschule.de";1;0;"1";"0";"0";0;null;"0";"0";"0";343162;5681676
"100778";"111000";"Städt. Gem. Grundschule Lörick";"- Primarstufe -";"";"40547";"Düsseldorf";"Wickrather Str. 31";"0211";"5207943";"0211";"5381303";null;null;"02";"1";"Düsseldorf, GG Wickrather Str.";1;"19730801";"03";"10042";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"100778@schule.nrw.de";"http://ggs-loerick-npage.de";1;0;"1";"0";"0";0;null;"0";"0";"0";341732;5679340
"100780";"111000";"Städt. Gem. Grundschule";"- Primarstufe -";"";"40627";"Düsseldorf";"Vennhauser Allee 160-162";"0211";"9262037";"0211";"2700227";null;null;"02";"1";"Düsseldorf, GG Vennhauser Allee";1;"19730801";"03";"10042";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"100780@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";350235;5674910
