BKIndex;Flag;FKS;AP;BGrp;BFeld;Ebene3;BAKLALT;BAGRALT;Sortierung;Status;Flag_APOBK;Beschreibung;Beschreibung_W;Beschreibung_MW;geaendert;BAKL;BAGR;Ebene1;Ebene2
10;"3";"245";"00";"G";"FR";"**";"13";"1353";10;"Ausgelaufen";"1";"Glasschleifer u. Glasätzer";"Glasschleiferin u. Glasätzerin";"Glasschleifer/-in u. Glasätzer/-in";;"*****";"********";"**";"**"
10;"3";"246";"00";"O";"OH";"**";"51";"5140";10;"Ausgelaufen";"1";"Glas- u. Kerammaler";"Glas- u. Kerammalerin";"Glas- u. Kerammaler/-in";;"*****";"9342205";"**";"**"
10;"1";"247";"00";"O";"OH";"A3";"51";"5140";10;"********************";"1";"Glas- und Porzellanmaler";"Glas- und Porzellanmalerin";"Glas- und Porzellanmaler/-in";;"*****";"9342204";"GT";"**"
10;"3";"248";"00";"O";"OH";"**";"13";"1350";10;"Ausgelaufen";"1";"Glasveredler";"Glasveredlerin";"Glasveredler/-in";;"*****";"2134203";"**";"**"
10;"1";"249";"00";"T";"BT";"A3";"46";"4631";10;"********************";"1";"Gleisbauer";"Gleisbauerin";"Gleisbauer/-in";;"*****";"3223201";"TN";"**"
10;"3";"250";"00";"O";"OH";"**";"30";"3021";10;"Ausgelaufen";"1";"Goldschmied";"Goldschmiedin";"Goldschmied/-in";;"*****";"9352208";"**";"**"
10;"1";"251";"00";"O";"OH";"A3";"29";"2940";10;"********************";"1";"Graveur";"Graveurin";"Graveur/-in";;"*****";"9353201";"GT";"**"
10;"3";"252";"00";"T";"MT";"**";"30";"3008";10;"Ausgelaufen";"1";"Gürtler und Metalldrücker";"Gürtlerin und Metalldrückerin";"Gürtler/-in und Metalldrücker/-in";;"*****";"9351204";"**";"**"
10;"3";"253";"00";"W";"WV";"**";"67";"6703";10;"Ausgelaufen";"1";"Handelsassistent im Einzelhandel (nur ZQ)";"Handelsassistentin im Einzelhandel (nur ZQ)";"Handelsassistent/-in im Einzelhandel (nur ZQ)";;"*****";"********";"**";"**"
10;"3";"254";"00";"O";"OH";"**";"52";"5221";10;"Ausgelaufen";"1";"Handelsfachpacker";"Handelsfachpackerin";"Handelsfachpacker/-in";;"*****";"5131205";"**";"**"
10;"3";"255";"00";"T";"TB";"**";"37";"3762";10;"Ausgelaufen";"1";"Handschuhmacher";"Handschuhmacherin";"Handschuhmacher/-in";;"*****";"2832203";"**";"**"
10;"1";"256";"00";"O";"OH";"A3";"30";"3058";10;"********************";"1";"Handzuginstrumentenmacher";"Handzuginstrumentenmacherin";"Handzuginstrumentenmacher/-in";;"*****";"9368201";"OZ";"**"
10;"1";"257";"00";"E";"EH";"A3";"92";"9212";10;"********************";"1";"Hauswirtschafter";"Hauswirtschafterin";"Hauswirtschafter/-in";;"*****";"8321203";"EH";"**"
10;"3";"258";"00";"T";"TB";"**";"35";"3512";10;"Ausgelaufen";"1";"Herrenschneider";"Herrenschneiderin";"Herrenschneider/-in";;"*****";"2822214";"**";"**"
10;"3";"259";"00";"T";"MT";"**";"22";"2291";10;"Ausgelaufen";"1";"Hobler";"Hoblerin";"Hobler/-in";;"*****";"2423212";"**";"**"
10;"3";"260";"00";"T";"BT";"**";"44";"4401";10;"Ausgelaufen";"1";"Hochbaufacharbeiter";"Hochbaufacharbeiterin";"Hochbaufacharbeiter/-in";;"*****";"3210204";"**";"**"
10;"3";"261";"00";"G";"FR";"**";"13";"1352";10;"Ausgelaufen";"1";"Hohlglasfeinschleifer";"Hohlglasfeinschleiferin";"Hohlglasfeinschleifer/-in";;"*****";"********";"**";"**"
10;"1";"262";"00";"O";"OH";"A3";"18";"1810";10;"********************";"1";"Holzbearbeitungsmechaniker";"Holzbearbeitungsmechanikerin";"Holzbearbeitungsmechaniker/-in";;"*****";"2230206";"OZ";"**"
10;"1";"263";"00";"O";"OH";"A3";"18";"1852";10;"********************";"1";"Holzbildhauer";"Holzbildhauerin";"Holzbildhauer/-in";;"*****";"9331202";"OZ";"**"
10;"1";"264";"00";"O";"OH";"A3";"30";"3056";10;"********************";"1";"Holzblasinstrumentenmacher";"Holzblasinstrumentenmacherin";"Holzblasinstrumentenmacher/-in";;"*****";"9362201";"OZ";"**"
10;"1";"266";"00";"O";"OH";"A3";"18";"1855";10;"********************";"1";"Holzspielzeugmacher";"Holzspielzeugmacherin";"Holzspielzeugmacher/-in";;"*****";"9333204";"OZ";"**"
10;"1";"267";"00";"T";"TC";"A3";"31";"3153";10;"********************";"1";"Hörakustiker";"Hörakustikerin";"Hörakustiker/-in";;"*****";"8253201";"TN";"**"
10;"1";"268";"00";"E";"EH";"A3";"91";"9141";10;"********************";"1";"Hotelfachmann";"Hotelfachfrau";"Hotelfachmann/-frau";;"*****";"6322201";"EH";"**"
10;"1";"269";"00";"E";"EH";"A3";"91";"9140";10;"********************";"1";"Hotelkaufmann";"Hotelkauffrau";"Hotelkaufmann/-frau";;"*****";"6321202";"EH";"**"
10;"3";"270";"00";"O";"OH";"**";"35";"3541";10;"Ausgelaufen";"1";"Hut- u. Mützenmacher";"Hut- u. Mützenmacherin";"Hut- u. Mützenmacher/-in";;"*****";"2822218";"**";"**"
10;"3";"272";"00";"O";"OH";"**";"12";"1211";10;"Ausgelaufen";"1";"Industriekeramiker";"Industriekeramikerin";"Industriekeramiker/-in";;"*****";"2141202";"**";"**"
10;"1";"274";"00";"O";"OH";"A3";"48";"4822";10;"********************";"1";"Industrie-Isolierer";"Industrie-Isoliererin";"Industrie-Isolierer/-in";;"*****";"3331201";"TN";"**"
10;"1";"275";"00";"W";"WV";"A3";"78";"7851";10;"********************";"1";"Industriekaufmann";"Industriekauffrau";"Industriekaufmann/-frau";;"*****";"7130202";"WV";"**"
10;"1";"276";"00";"T";"MT";"A4";"27";"2700";10;"********************";"1";"Industriemechaniker";"Industriemechanikerin";"Industriemechaniker/-in";;"*****";"2510204";"TN";"**"
10;"2";"277";"00";"O";"OH";"A3";"77";"7791";10;"Ausgelaufen";"1";"Informatikkaufmann";"Informatikkauffrau";"Informatikkaufmann/-frau";;"*****";"4311204";"WV";"**"
10;"1";"278";"00";"*";"**";"A3";"**";"****";10;"********************";"1";"Kaufmann für Digitalisierungsmanagement";"Kauffrau für Digitalisierungsmanagement";"Kaufmann/-frau für Digitalisierungsmanagement";;"*****";"4311204";"WV";"**"
10;"2";"279";"00";"O";"OH";"A3";"31";"3171";10;"********************";"1";"Informations- und Telekommunikationssystem - Elektroniker";"Informations- und Telekommunikationssystem - Elektronikerin";"Informations- und Telekommunikationssystem - Elektroniker/-in";;"*****";"2631223";"TN";"**"
10;"2";"280";"00";"O";"OH";"A3";"77";"7791";10;"********************";"1";"Informations- und Telekommunikationssystem - Kaufmann";"Informations- und Telekommunikationssystem - Kauffrau";"Informations- und Telekommunikationssystem - Kaufmann/-frau";;"*****";"4323302";"WV";"**"
10;"3";"281";"00";"O";"OH";"**";"62";"6223";10;"Ausgelaufen";"1";"Informationstechniker";"Informationstechnikerin";"Informationstechniker/-in";;"*****";"2631210";"**";"**"
10;"3";"282";"00";"T";"BT";"**";"48";"4822";10;"Ausgelaufen";"1";"Isolierer im Bereich der Industrie";"Isoliererin im Bereich der Industrie";"Isolierer/-in im Bereich der Industrie";;"*****";"3331201";"**";"**"
10;"1";"283";"00";"O";"OH";"A2";"48";"4822";10;"********************";"1";"Isolierfacharbeiter";"Isolierfacharbeiterin";"Isolierfacharbeiter/-in";;"*****";"3331204";"TN";"**"
10;"3";"284";"00";"T";"BT";"**";"48";"4823";10;"Ausgelaufen";"1";"Isoliermonteur";"Isoliermonteurin";"Isoliermonteur/-in";;"*****";"3331206";"**";"**"
10;"3";"285";"00";"W";"WV";"**";"78";"7871";10;"Ausgelaufen";"1";"Justizangestellter";"Justizangestellte";"Justizangestellte/-r";;"*****";"7325203";"**";"**"
10;"1";"286";"00";"O";"OH";"A3";"78";"7871";10;"********************";"1";"Justizfachangestellter";"Justizfachangestellte";"Justizfachangestellte/-r";;"*****";"7325203";"WV";"**"
10;"3";"287";"00";"O";"OH";"**";"21";"2125";10;"Ausgelaufen";"1";"Kabeljungwerker";"Kabeljungwerkerin";"Kabeljungwerker/-in";;"*****";"2420216";"**";"**"
10;"3";"288";"00";"O";"OH";"**";"48";"4840";10;"Ausgelaufen";"1";"Kachelofen- u. Luftheizungsbauer";"Kachelofen- u. Luftheizungsbauerin";"Kachelofen- u. Luftheizungsbauer/-in";;"*****";"3422203";"**";"**"
10;"3";"289";"00";"T";"MT";"**";"26";"2661";10;"Ausgelaufen";"1";"Kälteanlagenbauer";"Kälteanlagenbauerin";"Kälteanlagenbauer/-in";;"*****";"3423202";"**";"**"
10;"1";"290";"00";"T";"BT";"A3";"46";"4663";10;"********************";"1";"Kanalbauer";"Kanalbauerin";"Kanalbauer/-in";;"*****";"3225201";"TN";"**"
10;"3";"292";"00";"O";"OH";"**";"64";"6425";10;"Ausgelaufen";"1";"Kartograf";"Kartografin";"Kartograf/-in";;"*****";"3122202";"**";"**"
10;"1";"293";"00";"O";"OH";"A3";"70";"7034";10;"********************";"1";"Kaufmann für audiovisuelle Medien";"Kauffrau für audiovisuelle Medien";"Kaufmann/-frau für audiovisuelle Medien";;"*****";"9230201";"WV";"**"
10;"3";"294";"00";"O";"OH";"**";"78";"7803";10;"Ausgelaufen";"1";"Kaufmann für Bürokommunikation";"Kauffrau für Bürokommunikation";"Kaufmann/-frau für Bürokommunikation";;"*****";"7140222";"**";"**"
10;"3";"295";"00";"W";"WV";"**";"77";"7791";10;"Ausgelaufen";"1";"Kaufmann für informationstechnische Systeme";"Kauffrau für informationstechnische Systeme";"Kaufmann/-frau für informationstechnische Systeme";;"*****";"4323302";"**";"**"
10;"1";"296";"00";"O";"OH";"A3";"70";"7029";10;"********************";"1";"Kaufmann für Verkehrsservice";"Kauffrau für Verkehrsservice";"Kaufmann/-frau für Verkehrsservice";;"*****";"5141201";"WV";"**"
10;"1";"297";"00";"W";"WV";"A3";"67";"6720";10;"********************";"1";"Kaufmann im Einzelhandel";"Kauffrau im Einzelhandel";"Kaufmann/-frau im Einzelhandel";;"*****";"6210204";"WV";"**"
10;"1";"298";"00";"W";"WV";"A3";"70";"7015";10;"********************";"1";"Kaufmann im Eisenbahn- und Straßenverkehr";"Kauffrau im Eisenbahn- und Straßenverkehr";"Kaufmann/-frau im Eisenbahn- und Straßenverkehr";;"*****";"5163201";"WV";"**"
10;"3";"299";"00";"W";"WV";"**";"67";"6711";10;"Ausgelaufen";"1";"Kaufmann im Groß- u. Außenhandel";"Kauffrau im Groß- u. Außenhandel";"Kaufmann/-frau im Groß- u. Außenhandel";;"*****";"6121202";"**";"**"
10;"3";"300";"00";"W";"WV";"**";"70";"7045";10;"Ausgelaufen";"1";"Kaufmann in der Grundstücks- u. Wohnungswirtschaft";"Kauffrau in der Grundstücks- u. Wohnungswirtschaft";"Kaufmann/-frau in der Grundstücks- u. Wohnungswirtschaft";;"*****";"6131202";"**";"**"
10;"3";"301";"00";"W";"WV";"**";"91";"9140";10;"Ausgelaufen";"1";"Kaufmannsgehilfe im Hotel- u. Gaststättengewerbe";"Kaufmannsgehilfin im Hotel- u. Gaststättengewerbe";"Kaufmannsgehilfe/-gehilfin im Hotel- u. Gaststättengewerbe";;"*****";"6321202";"**";"**"
10;"1";"302";"00";"O";"OH";"A3";"12";"1210";10;"********************";"1";"Keramiker";"Keramikerin";"Keramiker/-in";;"*****";"9341201";"TN";"**"
10;"3";"303";"00";"O";"OH";"**";"12";"1212";10;"Ausgelaufen";"1";"Kerammodelleinrichter";"Kerammodelleinrichterin";"Kerammodelleinrichter/-in";;"*****";"2142205";"**";"**"
10;"3";"304";"00";"O";"OH";"**";"12";"1212";10;"Ausgelaufen";"1";"Kerammodelleur";"Kerammodelleurin";"Kerammodelleur/-in";;"*****";"2142202";"**";"**"
10;"3";"305";"00";"O";"OH";"**";"30";"3051";10;"Ausgelaufen";"1";"Klavier- u. Cembalobauer";"Klavier- u. Cembalobauerin";"Klavier- u. Cembalobauer/-in";;"*****";"9364201";"**";"**"
10;"3";"306";"00";"T";"BT";"**";"48";"4825";10;"Ausgelaufen";"1";"Klebeabdichter";"Klebeabdichterin";"Klebeabdichter/-in";;"*****";"3323201";"**";"**"
10;"1";"307";"00";"T";"MT";"A4";"26";"2610";10;"********************";"1";"Klempner";"Klempnerin";"Klempner/-in";;"*****";"3420201";"TN";"**"
10;"1";"308";"00";"E";"EH";"A3";"41";"4110";10;"********************";"1";"Koch";"Köchin";"Koch/Köchin";;"*****";"2930203";"EH";"**"
10;"1";"310";"00";"E";"EH";"A3";"39";"3920";10;"********************";"1";"Konditor";"Konditorin";"Konditor/-in";;"*****";"2922207";"EH";"**"
10;"1";"311";"00";"T";"MT";"A4";"25";"2500";10;"********************";"1";"Konstruktionsmechaniker";"Konstruktionsmechanikerin";"Konstruktionsmechaniker/-in";;"*****";"2441206";"TN";"**"
10;"3";"312";"00";"O";"OH";"**";"18";"1858";10;"Ausgelaufen";"1";"Korbmacher";"Korbmacherin";"Korbmacher/-in";;"*****";"2235205";"**";"**"
10;"3";"313";"00";"T";"MT";"**";"31";"3181";10;"Ausgelaufen";"1";"Kraftfahrzeugelektriker";"Kraftfahrzeugelektrikerin";"Kraftfahrzeugelektriker/-in";;"*****";"2521216";"**";"**"
10;"3";"315";"00";"T";"TB";"**";"35";"3544";10;"Ausgelaufen";"1";"Krawattennäher";"Krawattennäherin";"Krawattennäher/-in";;"*****";"2822215";"**";"**"
10;"3";"316";"00";"T";"TB";"**";"35";"3582";10;"Ausgelaufen";"1";"Kunststoff- u. Schwergewebekonfektionär";"Kunststoff- u. Schwergewebekonfektionärin";"Kunststoff- u. Schwergewebekonfektionär/-in";;"*****";"2823205";"**";"**"
10;"3";"317";"00";"T";"CP";"**";"15";"1520";10;"Ausgelaufen";"1";"Kunststoff-Formgeber";"Kunststoff-Formgeberin";"Kunststoff-Formgeber/-in";;"*****";"2210204";"**";"**"
10;"3";"318";"00";"T";"MT";"**";"15";"1530";10;"Ausgelaufen";"1";"Kunststoffschlosser";"Kunststoffschlosserin";"Kunststoffschlosser/-in";;"*****";"2210204";"**";"**"
10;"3";"319";"00";"T";"MT";"**";"25";"2522";10;"Ausgelaufen";"1";"Kupferschmied";"Kupferschmiedin";"Kupferschmied/-in";;"*****";"3434203";"**";"**"
10;"1";"320";"00";"O";"OH";"A3";"37";"3783";10;"********************";"1";"Kürschner";"Kürschnerin";"Kürschner/-in";;"*****";"2834201";"OZ";"**"
10;"1";"322";"00";"T";"CP";"A4";"63";"6331";10;"********************";"1";"Lacklaborant";"Lacklaborantin";"Lacklaborant/-in";;"*****";"2222201";"TN";"**"
10;"3";"323";"00";"T";"MT";"**";"28";"2821";10;"Ausgelaufen";"1";"Landmaschinenmechaniker";"Landmaschinenmechanikerin";"Landmaschinenmechaniker/-in";;"*****";"2522203";"**";"**"
10;"1";"324";"00";"A";"AW";"A3";"01";"0110";10;"********************";"1";"Landwirt";"Landwirtin";"Landwirt/-in";;"*****";"1110202";"AW";"**"
10;"1";"325";"00";"T";"HT";"A3";"50";"5066";10;"********************";"1";"Leichtflugzeugbauer";"Leichtflugzeugbauerin";"Leichtflugzeugbauer/-in";;"*****";"2523207";"TN";"**"
10;"1";"326";"00";"O";"OH";"A3";"13";"1316";10;"********************";"1";"Leuchtröhrenglasbläser";"Leuchtröhrenglasbläserin";"Leuchtröhrenglasbläser/-in";;"*****";"2133201";"TN";"**"
10;"3";"327";"00";"T";"DT";"**";"17";"1723";10;"Ausgelaufen";"1";"Lichtdruckretuscheur";"Lichtdruckretuscheurin";"Lichtdruckretuscheur/-in";;"*****";"2321207";"**";"**"
10;"1";"328";"00";"W";"WV";"A3";"70";"7016";10;"********************";"1";"Luftverkehrskaufmann";"Luftverkehrskauffrau";"Luftverkehrskaufmann/-frau";;"*****";"5164201";"TN";"**"
10;"1";"330";"00";"O";"OH";"A4";"51";"5142";10;"********************";"1";"Manufakturporzellanmaler";"Manufakturporzellanmalerin";"Manufakturporzellanmaler/-in";;"*****";"9342207";"OZ";"**"
10;"3";"331";"00";"T";"MT";"**";"27";"2730";10;"Ausgelaufen";"1";"Maschinenbaumechaniker";"Maschinenbaumechanikerin";"Maschinenbaumechaniker/-in";;"*****";"2510203";"**";"**"
10;"3";"332";"00";"O";"OH";"**";"27";"2782";10;"Ausgelaufen";"1";"Maschinenzusammensetzer";"Maschinenzusammensetzerin";"Maschinenzusammensetzer/-in";;"*****";"2420216";"**";"**"
10;"3";"333";"00";"T";"CP";"**";"77";"7743";10;"Ausgelaufen";"1";"Mathematisch-technischer Assistent";"Mathematisch-technische Assistentin";"Mathematisch-technische/-r Assistent/-in";;"*****";"4341206";"**";"**"
10;"1";"334";"00";"T";"BT";"A3";"44";"4410";10;"********************";"1";"Maurer";"Maurerin";"Maurer/-in";;"*****";"3212203";"TN";"**"
10;"1";"335";"00";"O";"OH";"A4";"31";"3161";10;"********************";"1";"Mechatroniker";"Mechatronikerin";"Mechatroniker/-in";;"*****";"2611201";"TN";"**"
10;"1";"336";"00";"O";"OH";"A3";"83";"8354";10;"********************";"1";"Mediengestalter Bild und Ton";"Mediengestalterin Bild und Ton";"Mediengestalter/-in Bild und Ton";;"*****";"9453202";"GT";"**"
10;"3";"337";"00";"O";"OH";"**";"17";"1710";10;"Ausgelaufen";"1";"Mediengestalter für Digital- und Printmedien";"Mediengestalterin für Digital- und Printmedien";"Mediengestalter/-in für Digital- und Printmedien";;"*****";"2321208";"**";"**"
10;"3";"338";"00";"O";"OH";"**";"20";"2016";10;"Ausgelaufen";"1";"Metall- und Glockengießer";"Metall- und Glockengießerin";"Metall- und Glockengießer/-in";;"*****";"2414203";"**";"**"
10;"3";"340";"00";"T";"MT";"**";"30";"3000";10;"Ausgelaufen";"1";"Metallbildner";"Metallbildnerin";"Metallbildner/-in";;"*****";"9351203";"**";"**"
10;"1";"341";"00";"O";"OH";"A3";"30";"3053";10;"********************";"1";"Metallblasinstrumentenmacher";"Metallblasinstrumentenmacherin";"Metallblasinstrumentenmacher/-in";;"*****";"9363202";"OZ";"**"
10;"3";"342";"00";"T";"MT";"**";"20";"2016";10;"Ausgelaufen";"1";"Metallformer u. -gießer";"Metallformerin u. -gießerin";"Metallformer/-in u. -gießer/-in";;"*****";"2414203";"**";"**"
10;"3";"343";"00";"T";"MT";"**";"22";"2250";10;"Ausgelaufen";"1";"Metallschleifer";"Metallschleiferin";"Metallschleifer/-in";;"*****";"2420216";"**";"**"
10;"2";"344";"00";"O";"OH";"A3";"31";"3162";10;"Ausgelaufen";"1";"Mikrotechnologe";"Mikrotechnologin";"Mikrotechnologe/-technologin";;"*****";"2632201";"TN";"**"
10;"1";"345";"00";"T";"CP";"A3";"63";"6315";10;"********************";"1";"Milchwirtschaftlicher Laborant";"Milchwirtschaftliche Laborantin";"Milchwirtschaftliche/-r Laborant/-in";;"*****";"4121203";"OZ";"**"
10;"3";"346";"00";"T";"HT";"**";"50";"5021";10;"Ausgelaufen";"1";"Modellbauer";"Modellbauerin";"Modellbauer/-in";;"*****";"2723210";"**";"**"
10;"3";"347";"00";"O";"OH";"**";"50";"5021";10;"Ausgelaufen";"1";"Modellbaumechaniker";"Modellbaumechanikerin";"Modellbaumechaniker/-in";;"*****";"2723210";"**";"**"
10;"3";"348";"00";"T";"MT";"**";"50";"5023";10;"Ausgelaufen";"1";"Modellschlosser";"Modellschlosserin";"Modellschlosser/-in";;"*****";"2723210";"**";"**"
10;"3";"349";"00";"T";"HT";"**";"50";"5022";10;"Ausgelaufen";"1";"Modelltischler";"Modelltischlerin";"Modelltischler/-in";;"*****";"2723210";"**";"**"
10;"3";"350";"00";"T";"TB";"A2";"35";"3522";10;"Ausgelaufen";"1";"Modenäher";"Modenäherin";"Modenäher/-in";;"*****";"2822215";"TN";"**"
10;"3";"351";"00";"T";"TB";"A3";"35";"3511";10;"Ausgelaufen";"1";"Modeschneider";"Modeschneiderin";"Modeschneider/-in";;"*****";"2822216";"TN";"**"
10;"1";"352";"00";"T";"TB";"A3";"35";"3543";10;"********************";"1";"Modist";"Modistin";"Modist/-in";;"*****";"2822218";"TN";"**"
10;"3";"353";"00";"O";"OH";"**";"43";"4310";10;"Ausgelaufen";"1";"Molkereifachmann";"Molkereifachfrau";"Molkereifachmann/-frau";;"*****";"2925201";"**";"**"
10;"3";"354";"00";"O";"OH";"**";"43";"4351";10;"Ausgelaufen";"1";"Müller";"Müllerin";"Müller/-in";;"*****";"2921202";"**";"**"
10;"3";"355";"00";"W";"WV";"**";"67";"6745";10;"Ausgelaufen";"1";"Musikalienhändler";"Musikalienhändlerin";"Musikalienhändler/-in";;"*****";"6253202";"**";"**"
10;"3";"356";"00";"T";"TB";"**";"35";"3541";10;"Ausgelaufen";"1";"Mützenmacher, Mützennäher";"Mützenmacherin, Mützennäherin";"Mützenmacher/-in, Mützennäher/-in";;"*****";"********";"**";"**"
10;"3";"357";"00";"O";"OH";"**";"10";"1010";10;"Ausgelaufen";"1";"Naturwerksteinmechaniker";"Naturwerksteinmechanikerin";"Naturwerksteinmechaniker/-in";;"*****";"2121209";"**";"**"
10;"1";"358";"00";"O";"OH";"A3";"78";"7863";10;"********************";"1";"Notarfachangestellter";"Notarfachangestellte";"Notarfachangestellte/-r";;"*****";"7311201";"WV";"**"
10;"3";"359";"00";"O";"OH";"**";"30";"3052";10;"Ausgelaufen";"1";"Orgel- u. Harmoniumbauer";"Orgel- u. Harmoniumbauerin";"Orgel- u. Harmoniumbauer/-in";;"*****";"9365201";"**";"**"
10;"3";"360";"00";"T";"CP";"**";"30";"3071";10;"Ausgelaufen";"1";"Orthopädiemechaniker";"Orthopädiemechanikerin";"Orthopädiemechaniker/-in";;"*****";"********";"**";"**"
10;"3";"361";"00";"O";"OH";"**";"30";"3071";10;"Ausgelaufen";"1";"Orthopädiemechaniker/Bandagist";"Orthopädiemechanikerin/Bandagistin";"Orthopädiemechaniker/-in/Bandagist/-in";;"*****";"8251203";"**";"**"
10;"1";"362";"00";"O";"OH";"A4";"37";"3722";10;"********************";"1";"Orthopädieschuhmacher";"Orthopädieschuhmacherin";"Orthopädieschuhmacher/-in";;"*****";"2833202";"GS";"**"
10;"3";"363";"00";"T";"CP";"**";"30";"3071";10;"Ausgelaufen";"1";"Orthopädietechniker";"Orthopädietechnikerin";"Orthopädietechniker/-in";;"*****";"********";"**";"**"
10;"3";"364";"00";"O";"OH";"**";"16";"1610";10;"Ausgelaufen";"1";"Papiermacher";"Papiermacherin";"Papiermacher/-in";;"*****";"2311204";"**";"**"
10;"1";"365";"00";"G";"FR";"A3";"49";"4915";10;"********************";"1";"Parkettleger";"Parkettlegerin";"Parkettleger/-in";;"*****";"3313201";"TN";"**"
10;"1";"366";"00";"O";"OH";"A3";"78";"7864";10;"********************";"1";"Patentanwaltsfachangestellter";"Patentanwaltsfachangestellte";"Patentanwaltsfachangestellte/-r";;"*****";"7311203";"WV";"**"
10;"1";"367";"00";"O";"OH";"A3";"37";"3781";10;"********************";"1";"Pelzveredler";"Pelzveredlerin";"Pelzveredler/-in";;"*****";"2834202";"OZ";"**"
10;"3";"368";"00";"A";"AW";"**";"02";"0238";10;"Ausgelaufen";"1";"Pferdewirt";"Pferdewirtin";"Pferdewirt/-in";;"*****";"1130203";"**";"**"
10;"3";"369";"00";"S";"GH";"**";"**";"****";10;"Ausgelaufen";"1";"Pflegevorschule";"Pflegevorschule";"Pflegevorschule";;"*****";"********";"**";"**"
10;"1";"370";"00";"T";"CP";"A4";"14";"1411";10;"********************";"1";"Pharmakant";"Pharmakantin";"Pharmakant/-in";;"*****";"4131203";"TN";"**"
10;"1";"371";"00";"O";"OH";"A3";"68";"6851";10;"********************";"1";"Pharmazeutisch-kaufmännischer Angestellter";"Pharmazeutisch-kaufmännischer Angestellte";"Pharmazeutisch-kaufmännische/-r Angestellte/-r";;"*****";"6241203";"WV";"**"
10;"1";"372";"00";"T";"CP";"A4";"63";"6321";10;"********************";"1";"Physiklaborant";"Physiklaborantin";"Physiklaborant/-in";;"*****";"4141202";"TN";"**"
10;"1";"373";"00";"O";"OH";"A2";"49";"4926";10;"********************";"1";"Polster- und Dekorationsnäher";"Polster- und Dekorationsnäherin";"Polster- und Dekorationsnäher/-in";;"*****";"2823202";"TN";"**"
10;"1";"374";"00";"G";"FR";"A3";"49";"4920";10;"********************";"1";"Polsterer";"Polsterin";"Polsterer/Polsterin";;"*****";"2824203";"TN";"**"
10;"3";"375";"00";"W";"WV";"**";"78";"7875";10;"Ausgelaufen";"1";"Postverkehrskaufmann";"Postverkehrskauffrau";"Postverkehrskaufmann/-frau";;"*****";"5166201";"**";"**"
